subject	duration	card_class	show_order	fix_freq	sacc_freq	sr_fix_freq	sr_sacc_freq	pupil_diam_right_mean	pupil_diam_right_std	pupil_diam_right_min	pupil_diam_right_max	pupil_diam_left_mean	pupil_diam_left_std	pupil_diam_left_min	pupil_diam_left_max	sr_pupil_diam_right_mean	sr_pupil_diam_right_std	sr_pupil_diam_right_min	sr_pupil_diam_right_max	sr_pupil_diam_left_mean	sr_pupil_diam_left_std	sr_pupil_diam_left_min	sr_pupil_diam_left_max	label
21	7871	hedge	1	199.33934696988945	18.295006987676278	1046.0	96.0	4.2479357021996575	0.2222850573165978	3.93	6.13	3.982559322033885	0.2085809253436102	3.14	6.05	4.160529801324504	0.07655749978040649	4.04	4.42	3.9061589403973533	0.05668463550971958	3.77	4.04	0
21	2385	aliens	6	178.19706498951783	31.865828092243188	283.3333333333333	50.666666666666664	4.460404624277461	0.0814573535269101	4.21	4.89	4.268497109826587	0.05056708924640754	4.18	4.52	4.425585585585588	0.07609425596151	4.21	4.89	4.269099099099098	0.05581706401759799	4.18	4.52	0
22	4689	unicorn	6	121.34783535935168	4.905097035615269	379.3333333333333	0.0	3.639077669902915	0.1726454813501985	2.65	3.77	3.6968292682926864	0.11192257093306046	3.31	4.01	3.684400000000003	0.048542239269409405	3.59	3.76	3.731266666666667	0.04291863171800633	3.64	3.83	0
22	5509	pepper	3	144.1277908876384	8.531493919041568	529.3333333333334	0.0	3.665067567567568	0.09487902464429651	3.51	3.99	3.7130872483221444	0.23884937233564188	3.3	6.06	3.6628666666666665	0.051933574851612284	3.52	3.73	3.6821999999999995	0.0789007532223895	3.52	3.83	0
22	6363	minion	1	131.38456702813139	18.387553041018386	557.3333333333334	78.0	3.8924545454545325	0.10588621262878724	3.49	4.17	3.909846153846153	0.16260317055065196	3.25	5.43	3.887123287671235	0.08445328358990363	3.77	4.07	3.9049315068493113	0.06137781892218701	3.76	4.02	0
22	4940	pig	4	126.51821862348177	12.14574898785425	416.6666666666667	40.0	3.6491701244813313	0.08126689631742912	3.43	3.85	3.732190082644628	0.15127863408113434	3.19	5.44	3.6529999999999996	0.10088700570174082	3.43	3.85	3.7172666666666676	0.09389338997016503	3.48	3.93	1
22	5560	hedge	2	144.7841726618705	11.69064748201439	536.6666666666666	43.333333333333336	3.626258503401359	0.18911401434670555	3.31	3.99	3.684763513513513	0.18883391901167623	3.36	4.55	3.7708333333333326	0.11817079023318611	3.55	3.99	3.831506849315071	0.13245346595094637	3.48	4.55	0
22	5675	aliens	5	123.52422907488987	23.964757709251103	467.3333333333333	90.66666666666667	3.7441059602649007	0.18835984337322656	3.31	4.04	3.792335526315787	0.23225002017013696	3.41	4.32	3.8792253521126776	0.11463833938198031	3.31	4.04	3.9476551724137923	0.20448109730996689	3.42	4.32	0
25	4646	unicorn	1	208.7817477399914	1.9371502367628068	646.6666666666666	0.0	3.355470588235288	0.07578935071016826	3.24	3.61	3.185906432748548	0.0696591830032497	2.87	3.37	3.2868666666666613	0.026270065304376315	3.24	3.35	3.1995999999999976	0.021732973741552426	3.15	3.24	1
25	2706	pepper	6	164.8189209164819	2.2172949002217295	297.3333333333333	0.0	3.4728235294117606	0.14461220753225226	3.31	3.81	3.3418128654970762	0.12837761422267274	2.94	3.64	3.4598648648648647	0.150047550225097	3.31	3.81	3.3495999999999984	0.12882994357840924	3.2	3.64	0
25	2379	minion	3	122.3203026481715	5.884825556956704	194.0	9.333333333333334	3.5129523809523806	0.05232891187780436	3.4	3.6	3.3562727272727266	0.10865194907761806	3.01	3.48	3.5129523809523806	0.05232891187780436	3.4	3.6	3.359449541284403	0.10389484411676497	3.06	3.48	0
25	2866	pig	5	148.29030006978365	6.978367062107466	283.3333333333333	13.333333333333334	3.3684076433121013	0.2261622674613441	3.16	5.48	3.2504575163398695	0.09835716245880996	3.06	3.44	3.343066666666665	0.13196474344424064	3.16	3.91	3.2525333333333335	0.09783005856045388	3.08	3.44	0
25	2749	hedge	2	156.78428519461622	9.82175336485995	287.3333333333333	18.0	3.4388961038961026	0.10795521758733566	3.27	3.65	3.3774522292993643	0.08138153619894968	3.04	3.53	3.4344897959183656	0.1075007720486414	3.27	3.65	3.3812000000000015	0.07089949403933402	3.11	3.53	0
25	3239	aliens	4	167.95307193578265	8.953380673047237	362.6666666666667	19.333333333333332	3.5114795918367427	0.04615864051498397	3.35	3.65	3.3906122448979628	0.09263455994091743	3.14	3.56	3.497122302158276	0.039032587728801464	3.39	3.58	3.386690647482013	0.08036500508511991	3.16	3.52	0
